LabID,Age,Error,Material,Taxa,d13C,Method,LocAccuracy,Period,SiteID,SiteName,Country,Province,Continent,Source,Reference,subregion,agg_n,x,y,Long,Lat
A-3657,1670,100,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-3658,2510,120,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-3659,2260,135,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-3660,1710,100,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-3661,1980,120,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-3662,2840,130,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-3663,1990,100,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-3749,1130,270,SEEDS,zea mays cupule charred,NA,AMS,1,NA,AA:16:6 (ASM),Tumamoc Hill,USA,Arizona,North America,UWyo2021,Roth 1989,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-3750,2470,270,SEEDS,zea mays cupule charred,NA,AMS,1,NA,AA:16:6 (ASM),Tumamoc Hill,USA,Arizona,North America,UWyo2021,Roth 1989,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-3751,1630,270,SEEDS,zea mays cupule charred,NA,AMS,1,NA,AA:16:6 (ASM),Tumamoc Hill,USA,Arizona,North America,UWyo2021,Roth 1989,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-3789,2570,80,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-3857,400,80,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,NA,NA,USA,Arizona,North America,UWyo2021,C Vance Haynes index card,Desert,8,-113.90590660875029,32.769467452630956,NA,NA
A-3888,1274,16,SEEDS,Zea mays,NA,RADIOMETRIC,1,NA,U:13:1 (ASM),Snaketown,USA,Arizona,North America,UWyo2021,Gumerman 1991,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-3891,1250,60,WOOD,juniper,NA,RADIOMETRIC,1,NA,EE:2:76,NA,USA,Arizona,North America,UWyo2021,Gumerman 1991,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-3934,2140,80,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,Z:,Puerto Blanco Mts Ajo Loop,USA,Arizona,North America,UWyo2021,Heacock 1983,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-4062,2800,110,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,BB:10:46 (ASM),Milagro,USA,Arizona,North America,UWyo2021,HUCKELL ET AL. 1994,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-4166,2780,90,SEEDS,Zea mays cupule,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4167,3010,150,SEEDS,Zea mays cob,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Ancient Maize Database,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4178,1900,70,SEEDS,squash seed,NA,NA,1,NA,LAà,Tularosa Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4179,2470,250,SEEDS,Phaseolus sp.,NA,NA,1,NA,LAà,Tularosa Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4180,1930,140,SEEDS,Zea mays cupule,NA,NA,1,NA,LAà,Tularosa Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4181,1940,90,SEEDS,Zea mays cupule,NA,NA,1,NA,LAà,Tularosa Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4182,2630,90,CHARCOAL,squash,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4183,2780,90,SEEDS,Zea mays kernel,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Ancient Maize Database,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4184,2140,110,CHARCOAL,bean,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4185,2690,90,SEEDS,Zea mays cupule,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4186,2980,120,SEEDS,Zea mays Charred,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4187,3740,70,SEEDS,Zea mays,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Ancient Maize Database,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4188,3120,70,SEEDS,Zea mays,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Ancient Maize Database,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-4189,3060,110,SEEDS,Zea mays cupule,NA,RADIOMETRIC,1,NA,LA4935,Bat Cave,USA,New Mexico,North America,UWyo2021,Wills Wirt H.  (1988)    Early Prehistoric Agriculture in the American Southwest.  School of  American Research Press Santa Fe New Mexico.,Plateau,49,-108.40487735538251,33.91542192896276,NA,NA
A-42,11240,190,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,EE:12:1,Lehner Ranch,USA,Arizona,North America,UWyo2021,NA,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-4200,2400,90,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,EE:2:30 (ASM),Donaldson,USA,Arizona,North America,UWyo2021,HUCKELL 1995,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-4201,2380,90,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,EE:2:30 (ASM),Donaldson,USA,Arizona,North America,UWyo2021,HUCKELL 1995,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-425a,1020,40,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,P:,Carter Ranch,USA,Arizona,North America,UWyo2021,Berry 1982,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
A-4380,1070,60,UNKNOWN,NA,-25.1,RADIOMETRIC,1,NA,T:12:10 (ASM),Las Colinas,USA,Arizona,North America,UWyo2021,Gregory et al. 1988 The 1982-1984 Excavations at Las Colinas,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-4381,1100,60,UNKNOWN,NA,-26.3,RADIOMETRIC,1,NA,T:12:10 (ASM),Las Colinas,USA,Arizona,North America,UWyo2021,Gregory et al. 1988 The 1982-1984 Excavations at Las Colinas,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-4382,880,60,UNKNOWN,NA,-26,RADIOMETRIC,1,NA,T:12:10 (ASM),Las Colinas,USA,Arizona,North America,UWyo2021,Gregory et al. 1988 The 1982-1984 Excavations at Las Colinas,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-4383,1160,60,UNKNOWN,NA,-26.6,RADIOMETRIC,1,NA,T:12:10 (ASM),Las Colinas,USA,Arizona,North America,UWyo2021,Gregory et al. 1988 The 1982-1984 Excavations at Las Colinas,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-4384,980,70,UNKNOWN,NA,-24.8,RADIOMETRIC,1,NA,T:12:10 (ASM),Las Colinas,USA,Arizona,North America,UWyo2021,Gregory et al. 1988 The 1982-1984 Excavations at Las Colinas,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-4385,870,50,UNKNOWN,NA,-26.5,RADIOMETRIC,1,NA,T:12:10 (ASM),Las Colinas,USA,Arizona,North America,UWyo2021,Gregory et al. 1988 The 1982-1984 Excavations at Las Colinas,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-4386,1000,70,UNKNOWN,NA,-26.7,RADIOMETRIC,1,NA,T:12:10 (ASM),Las Colinas,USA,Arizona,North America,UWyo2021,Gregory et al. 1988 The 1982-1984 Excavations at Las Colinas,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-4387,870,70,UNKNOWN,NA,-27.6,RADIOMETRIC,1,NA,T:12:10 (ASM),Las Colinas,USA,Arizona,North America,UWyo2021,Gregory et al. 1988 The 1982-1984 Excavations at Las Colinas,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-4388,840,70,UNKNOWN,NA,-26.4,RADIOMETRIC,1,NA,T:12:10 (ASM),Las Colinas,USA,Arizona,North America,UWyo2021,Gregory et al. 1988 The 1982-1984 Excavations at Las Colinas,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-4389,940,90,UNKNOWN,NA,-23.8,RADIOMETRIC,1,NA,T:12:10 (ASM),Las Colinas,USA,Arizona,North America,UWyo2021,Gregory et al. 1988 The 1982-1984 Excavations at Las Colinas,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-4489,2880,180,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,BB:13:11 (ASM),Joe Ben site Santa Cruz River Brickyard Arroyo,USA,Arizona,North America,UWyo2021,Huckell 1984b,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-450,2550,160,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,EE:12:1,Lehner Ranch,USA,Arizona,North America,UWyo2021,Waters and Haynes 2001,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-4641,1720,50,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,AA:12:285 (ASM),Dairy Site,USA,Arizona,North America,UWyo2021,CIOLEK-TORRELLO 1998,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-4642,1660,50,CHARCOAL,Prosopis,NA,RADIOMETRIC,1,NA,AA:12:285 (ASM),Dairy Site,USA,Arizona,North America,UWyo2021,Fish et al. 1992,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-4643,1170,60,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,AA:12:285 (ASM),Dairy Site,USA,Arizona,North America,UWyo2021,CIOLEK-TORRELLO 1998,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-4727,2290,24,CHARCOAL,Prosopis,NA,RADIOMETRIC,1,NA,AA:12:486 (ASM),Cortaro Fan,USA,Arizona,North America,UWyo2021,Roth 1992,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-4728,2270,50,CHARCOAL,Prosopis,NA,RADIOMETRIC,1,NA,AA:12:486 (ASM),Cortaro Fan,USA,Arizona,North America,UWyo2021,Roth 1992,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-479A,1430,160,WOOD,NA,NA,RADIOMETRIC,1,NA,EE:12:1,Lehner Ranch,USA,Arizona,North America,UWyo2021,Waters and Haynes 2001,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-480,3950,180,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,EE:12:1,Lehner Ranch,USA,Arizona,North America,UWyo2021,NA,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-495,1510,80,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,42à,Glen Canyon,USA,Utah,North America,UWyo2021,Berry Claudia F. and Michael S. Berry (1986)  Chronological and Conceptual Models of the Southwestern Archaic. In Anthropology of the Desert West: Essays in Honor of Jesse D. Jennings edited by C. J. Condie and D. D. Fowler pp. 253-327. Salt Lake City: University of Utah Press.; Haynes et al. 1966: 19,Plateau,49,-111.88792356707897,37.28524786798782,NA,NA
A-5141.1,1470,330,CHARCOAL,cane reeds,NA,RADIOMETRIC,1,NA,FF:7:3 (ASM),Tom Ketchum Cave,USA,Arizona,North America,UWyo2021,Farrell and Burton 1992 Dating Tom Ketchum…,Desert,8,-109.75159583281211,31.879671979781904,NA,NA
A-5141.2,560,110,CHARCOAL,cane reeds,NA,RADIOMETRIC,1,NA,FF:7:3 (ASM),Tom Ketchum Cave,USA,Arizona,North America,UWyo2021,Farrell and Burton 1992 Dating Tom Ketchum…,Desert,8,-109.75159583281211,31.879671979781904,NA,NA
A-525B,11170,300,SEDIMENT,humates,NA,RADIOMETRIC,1,NA,EE:12:1,Lehner Ranch,USA,Arizona,North America,UWyo2021,Haynes et al. 1966,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-5279,3480,210,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,AA:12:111 (ASM),Las Capas Santa Cruz River Ina Road,USA,Arizona,North America,UWyo2021,Bontrager and Stone 1989,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-5284,2775,45,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,AA:12:111 (ASM),Las Capas,USA,Arizona,North America,UWyo2021,Bontiager and Stone 1989,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
A-550,1370,120,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,P:,Carter Ranch,USA,Arizona,North America,UWyo2021,Berry 1982,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
A-5797,1350,50,SEEDS,Zea mays,NA,RADIOMETRIC,1,NA,U:13:1 (ASM),Snaketown,USA,Arizona,North America,UWyo2021,Cable and Doyel 1987,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-5872,810,40,CHARCOAL,cottonwood or willowood,-27.2,RADIOMETRIC,1,NA,U:9:1/U:9:7 (ASM),Pueblo Grande,USA,Arizona,North America,UWyo2021,Mitchell 1994 The Pueblo Grande Project: Feature Descriptions Chronology and Site Structure,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-5873,735,50,CHARCOAL,grass stem,-13.2,RADIOMETRIC,1,NA,U:9:1/U:9:7 (ASM),Pueblo Grande,USA,Arizona,North America,UWyo2021,Mitchell 1994 The Pueblo Grande Project: Feature Descriptions Chronology and Site Structure,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-596,1050,100,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,U:13:1 (ASM),Snaketown,USA,Arizona,North America,UWyo2021,Faunmap 1251,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-598,220,110,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,U:13:1 (ASM),Snaketown,USA,Arizona,North America,UWyo2021,Faunmap 1251,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-599,920,120,SEEDS,Zea mays,NA,RADIOMETRIC,1,NA,U:13:1 (ASM),Snaketown,USA,Arizona,North America,UWyo2021,Faunmap 1251,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-601,1370,130,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,U:13:1 (ASM),Snaketown,USA,Arizona,North America,UWyo2021,Faunmap 1251,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-603,1010,100,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,U:13:1 (ASM),Snaketown,USA,Arizona,North America,UWyo2021,Faunmap 1251,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-604,1050,100,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,U:13:1 (ASM),Snaketown,USA,Arizona,North America,UWyo2021,Faunmap 1251,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-6044,795,45,CHARCOAL,Prosopis,NA,RADIOMETRIC,1,NA,U:9:93 (ASM),NA,USA,Arizona,North America,UWyo2021,Hoffman 1991 Arch Inves. At U:9:93 (ASM),Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-6103,865,40,CHARCOAL,Prosopis,-23.8,RADIOMETRIC,1,NA,U:9:1/U:9:7 (ASM),Pueblo Grande,USA,Arizona,North America,UWyo2021,Mitchell 1994 The Pueblo Grande Project: Feature Descriptions Chronology and Site Structure,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-6104,905,50,CHARCOAL,sycamore,-27.5,RADIOMETRIC,1,NA,U:9:1/U:9:7 (ASM),Pueblo Grande,USA,Arizona,North America,UWyo2021,Mitchell 1994 The Pueblo Grande Project: Feature Descriptions Chronology and Site Structure,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-6105,845,45,CHARCOAL,cottonwood or willowood,-25.7,RADIOMETRIC,1,NA,U:9:1/U:9:7 (ASM),Pueblo Grande,USA,Arizona,North America,UWyo2021,Mitchell 1994 The Pueblo Grande Project: Feature Descriptions Chronology and Site Structure,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-6106,1000,45,CHARCOAL,Prosopis,-24.2,RADIOMETRIC,1,NA,U:9:1/U:9:7 (ASM),Pueblo Grande,USA,Arizona,North America,UWyo2021,Mitchell 1994 The Pueblo Grande Project: Feature Descriptions Chronology and Site Structure,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-6107,710,35,CHARCOAL,Prosopis,-25.1,RADIOMETRIC,1,NA,U:9:1/U:9:7 (ASM),Pueblo Grande,USA,Arizona,North America,UWyo2021,Mitchell 1994 The Pueblo Grande Project: Feature Descriptions Chronology and Site Structure,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-6108,685,60,CHARCOAL,palo verde,-25.5,RADIOMETRIC,1,NA,U:9:1/U:9:7 (ASM),Pueblo Grande,USA,Arizona,North America,UWyo2021,Mitchell 1994 The Pueblo Grande Project: Feature Descriptions Chronology and Site Structure,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
A-611,1460,120,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,EE:12:1,Lehner Ranch,USA,Arizona,North America,UWyo2021,NA,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-615A,3440,100,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,NA,Hunter Wash,USA,Arizona,North America,UWyo2021,Haynes 1987,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-617,1550,90,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,EE:,Murray Springs/Curry Draw,USA,Arizona,North America,UWyo2021,Haynes et al. 1967: 5; Haynes 2007b,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-645,1690,200,CHARCOAL,Prosopis,NA,RADIOMETRIC,1,NA,BB:9:127 (ASM),La Paloma,USA,Arizona,North America,UWyo2021,Dart 1986,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
A-6637,670,50,WOOD,NA,NA,NA,1,NA,LA70259,Buckaroo,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6638,930,45,WOOD,NA,NA,NA,1,NA,LA70259,Buckaroo,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6639,1025,55,WOOD,NA,NA,NA,1,NA,LA70259,Buckaroo,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6640,1035,65,WOOD,NA,NA,NA,1,NA,LA70259,Buckaroo,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6641,685,70,CHARCOAL,reeds,NA,NA,1,NA,LA70259,Buckaroo,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6643/AA-9230,1240,60,CHARCOAL,reeds,NA,AMS,1,NA,LA70258,Lee Hamlet,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6644,560,30,WOOD,NA,NA,NA,1,NA,LA70258,Lee Hamlet,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6645,1080,40,CHARCOAL,reeds,NA,NA,1,NA,LA45103,Ronnie Hamlet,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6646/AA-9231,1100,60,SEEDS,Zea mays Charred,NA,AMS,1,NA,LA45103,Ronnie Hamlet,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6648,800,50,WOOD,NA,NA,NA,1,NA,LA45103,Ronnie Hamlet,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6649,1040,40,WOOD,outer rings,NA,NA,1,NA,LA45103,Ronnie Hamlet,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6650,1020,50,WOOD,outer rings,NA,NA,1,NA,LA45103,Ronnie Hamlet,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6651,835,35,WOOD,NA,NA,NA,1,NA,LA70259,Buckaroo,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6652,880,40,WOOD,NA,NA,NA,1,NA,LA70259,Buckaroo,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6653,845,40,WOOD,NA,NA,NA,1,NA,LA70259,Buckaroo,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6654,585,30,SEEDS,Zea mays Charred,NA,NA,1,NA,LA70259,Buckaroo,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6655,605,30,CHARCOAL,reeds,NA,NA,1,NA,LA70259,Buckaroo,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-6656/AA-9233,485,60,CHARCOAL,reeds,NA,AMS,1,NA,LA70259,Buckaroo,USA,New Mexico,North America,UWyo2021,Nelson 1999,Plateau,49,-107.19243346742371,33.13064554778876,NA,NA
A-68,2850,200,UNKNOWN,Charcoalà,NA,RADIOMETRIC,1,NA,EE:12:2 (ASM),Hereford Dairy Ranch,USA,Arizona,North America,UWyo2021,MacFarlane David E. Haddad Erica R. Bigio Andrew L. Kowler (2009) Mapping of Holocene River Alluvium along the San Pedro River Aravaipa Creek and Babocomari River Southeastern Arizona. A Report to the Adjudication and Technical Support Section Statewide Planning Division Arizona Department of Water Resources. Arizona Geological Survey Digital Map DM-RM-1 Arizona Geological Survey Tucson AZ,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
A-689,1030,120,CHARCOAL,NA,NA,RADIOMETRIC,1,NA,U:13:1 (ASM),Snaketown,USA,Arizona,North America,UWyo2021,NA,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
